,city,order_date,source,order_id,booking_amount,actual_city_name,seller_locality,payment_mode,logistic_provider_name,fulfillment_type,package_type,sample_type,Radiography
156,BENGALURU,27-12-2022,WEB_ORDER,63aa91b149867a8e2fe59184,750,BENGALURU,PADMANABHANAGAR,ONLINE,,AT-CENTER,HA,other,HAother
157,GURUGRAM,27-12-2022,Exotel Lead,63aaf3fc49867acfece5a550,2380,GURUGRAM,SECTOR 15,POD,,AT-CENTER,Lab-Test,other,Lab-Testother
158,PUNE,27-12-2022,APP,63ab044249867afa0de5a8bd,0,PUNE,KALYANINAGAR,NO-PAYMENT-REQUIRED,,AT-CENTER,Lab-Test,other,Lab-Testother
159,PUNE,27-12-2022,APP,63ab04848e918be8e0f32e19,0,PUNE,KALYANINAGAR,NO-PAYMENT-REQUIRED,,AT-CENTER,Lab-Test,other,Lab-Testother
160,NAGPUR,27-12-2022,APP,63ab04b98e918b3451f32e33,0,NAGPUR,NAGPUR,NO-PAYMENT-REQUIRED,,AT-CENTER,Lab-Test,other,Lab-Testother
161,PUNE,27-12-2022,APP,63ab04c549867a597ae5a8e5,0,PUNE,KALYANINAGAR,NO-PAYMENT-REQUIRED,,AT-CENTER,Lab-Test,other,Lab-Testother
162,NAGPUR,27-12-2022,APP,63ab04da49867a2f0ee5a8ee,0,NAGPUR,NAGPUR,NO-PAYMENT-REQUIRED,,AT-CENTER,Lab-Test,other,Lab-Testother
163,NAGPUR,27-12-2022,APP,63ab04fc49867aeddce5a902,0,NAGPUR,NAGPUR,NO-PAYMENT-REQUIRED,,AT-CENTER,Lab-Test,other,Lab-Testother
164,Other,27-12-2022,WEB_ORDER,63ab13b549867a7a5be5ac81,1699.3,Asansol,,POD,Thyrocare-DSA,AT-HOME,HA,other,HAother
165,CHENNAI,27-12-2022,APP,63ab169149867a0a2ae5acee,0,CHENNAI,ROYAPETTAH,NO-PAYMENT-REQUIRED,,AT-CENTER,Lab-Test,other,Lab-Testother
166,MYSORE,27-12-2022,WEB_ORDER,63ab292b8e918baa73f3363e,750,MYSORE,KALIDASA RAOD,ONLINE,,AT-CENTER,HA,other,HAother
167,NOIDA,27-12-2022,WEB_ORDER,63ab2a8d49867a0946e5b09e,720,NOIDA,SECTOR 49,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
168,HYDERABAD,28-12-2022,APP,63ab3fdf8e918bf1c8f33b1b,1211.25,HYDERABAD,GACHIBOWLI,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
169,NAGPUR,28-12-2022,APP,63ab570049867a22e1e5b571,1470,NAGPUR,NAGPUR,POD,,AT-CENTER,Lab-Test,other,Lab-Testother
170,PUNE,28-12-2022,Opportunity,63abcf0649867a3d0ae5be09,3500,PUNE,MANGALWAR PETH,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
171,Mumbai,28-12-2022,Opportunity,63abf8fa49867a631be5c9e1,3099.3,Thane,THANE WEST,POD,Lifecell HA,AT-HOME,HA,other,HAother
172,Delhi,28-12-2022,APP,63abff0e8e918bca79f352c6,2799.4, ,LAJPAT NAGAR-1,POD,Promiso RTPCR,AT-HOME,HA,other,HAother
173,NAVI MUMBAI,28-12-2022,WEB_ORDER,63ac1a0f8e918b116ef35814,750,NAVI MUMBAI,VASHI,ONLINE,,AT-CENTER,HA,other,HAother
174,BENGALURU,28-12-2022,WEB_ORDER,63ac2e4c49867a8c3ae5d3b9,750,BENGALURU,KORAMANGALA,ONLINE,,AT-CENTER,HA,other,HAother
175,Bengaluru,28-12-2022,APP,63ac82a149867a64e9e5e382,0,Bengaluru,BENGALURU,NO-PAYMENT-REQUIRED,Promiso RTPCR,AT-HOME,Lab-Test,other,Lab-Testother
176,MYSORE,28-12-2022,WEB_ORDER,63ac85d88e918b5a40f36c57,750,MYSORE,KALIDASA RAOD,ONLINE,,AT-CENTER,HA,other,HAother
177,Hyderabad,29-12-2022,APP,63acc1f18e918be377f36e0f,3347,Hyderabad,,ONLINE,Lifecell HA,AT-HOME,HA,other,HAother
178,AHMEDABAD,29-12-2022,Exotel Lead,63acfd7b8e918b0a89f37173,3610,AHMEDABAD,AHMEDABAD,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
179,DELHI,29-12-2022,Exotel Lead,63ad164849867ad6fde5eb81,3015,DELHI,MOTI BAGH,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
180,PUNE,29-12-2022,Inbound-SEM,63ad246149867a476be5ee44,3500,PUNE,MANGALWAR PETH,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
181,BENGALURU,29-12-2022,APP,63ad2ae98e918b1f92f37963,0,BENGALURU,KORAMANGALA,NO-PAYMENT-REQUIRED,,AT-CENTER,HA,other,HAother
182,HYDERABAD,29-12-2022,APP,63ad421549867a2909e5f4c5,0,HYDERABAD,A S RAO NAGAR,NO-PAYMENT-REQUIRED,,AT-CENTER,Lab-Test,other,Lab-Testother
183,BENGALURU,29-12-2022,Agent Upsell,63ad456c49867a82b9e5f562,0,BENGALURU,PADMANABHANAGAR,POD,,AT-CENTER,Lab-Test,other,Lab-Testother
184,BENGALURU,29-12-2022,APP,63ad494949867addc1e5f63b,6000,BENGALURU,WHITEFIELD,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
185,MUMBAI,29-12-2022,Exotel Lead,63ad594c8e918b754af383b5,2625,MUMBAI,KALWA,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
186,CHENNAI,29-12-2022,APP,63ad5a5f49867a1c1be5f9b5,0,CHENNAI,CHROMEPET,NO-PAYMENT-REQUIRED,,AT-CENTER,HA,other,HAother
187,Pune,29-12-2022,Opportunity,63ad656649867a9588e5fc59,2549.3,Pune,KOTHRUD,POD,Lifecell HA,AT-HOME,Lab-Test,other,Lab-Testother
188,MUMBAI,29-12-2022,WEB_ORDER,63ad69db49867adb5ee5fd2d,750,MUMBAI,THANE,ONLINE,,AT-CENTER,HA,other,HAother
189,Bengaluru,29-12-2022,APP,63ad6f3849867afcb7e5fe47,1499.3,Bengaluru,BENGALURU,POD,lifecell-isolve,AT-HOME,HA,other,HAother
190,Bengaluru,29-12-2022,Opportunity,63ad703a49867a048ae5fe66,2898.3, ,BENGALURU,POD,lifecell-isolve,AT-HOME,HA,other,HAother
191,BENGALURU,29-12-2022,APP,63ad73da8e918b843bf3894b,0,BENGALURU,PADMANABHANAGAR,NO-PAYMENT-REQUIRED,,AT-CENTER,Lab-Test,other,Lab-Testother
192,Bengaluru,29-12-2022,Opportunity,63ad887c49867a739ce60395,1440.3,Bengaluru,BENGALURU,POD,lifecell-isolve,AT-HOME,HA,other,HAother
193,Bengaluru,29-12-2022,Agent Upsell,63ad88f749867a0a47e603cc,1374.45,Bengaluru,BENGALURU,POD,lifecell-isolve,AT-HOME,HA,other,HAother
194,GHAZIABAD,29-12-2022,Outbound Lead,63ad8a2249867a8708e60423,1125,GHAZIABAD,SECTOR -5,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
195,GHAZIABAD,29-12-2022,Outbound Lead,63ad8d5e49867ae7bae60565,960,GHAZIABAD,NEHRU NAGAR,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
196,Bengaluru,29-12-2022,APP,63ad913749867a79cbe606ff,0,Bengaluru,,NO-PAYMENT-REQUIRED,lifecell-isolve,AT-HOME,HA,other,HAother
197,MYSORE,29-12-2022,WEB_ORDER,63ada4378e918b2a7af394c9,750,MYSORE,KALIDASA RAOD,ONLINE,,AT-CENTER,HA,other,HAother
198,BENGALURU,29-12-2022,APP,63ada4748e918bd34af394e1,0,BENGALURU,KORAMANGALA,NO-PAYMENT-REQUIRED,,AT-CENTER,HA,other,HAother
199,Pune,29-12-2022,APP,63ada58c8e918b219cf39521,2728, ,KOTHRUD,ONLINE,Lifecell HA,AT-HOME,HA,other,HAother
200,MUMBAI,29-12-2022,Inbound-SEM,63adad5049867afce3e60ca0,3415,MUMBAI,BORIVALI WEST,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
201,Bengaluru,29-12-2022,APP,63adb38b8e918b6205f39809,1498,Bengaluru,,ONLINE,lifecell-isolve,AT-HOME,HA,other,HAother
202,PUNE,29-12-2022,Inbound-SEM,63adbeaa49867a50fee61005,3000,PUNE,MANGALWAR PETH,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
203,Bengaluru,29-12-2022,WEB_ORDER,63adc8b349867a3dc0e61176,3299,Bengaluru,BENGALURU,ONLINE,lifecell-isolve,AT-HOME,HA,other,HAother
204,Pune,29-12-2022,APP,63add78149867ad0d6e612b5,1852,Pimpri-Chinchwad,KOTHRUD,ONLINE,Lifecell HA,AT-HOME,RTPCR,other,RTPCRother
205,Bengaluru,30-12-2022,APP,63adefc249867a14bee61415,2299.3,Bengaluru,BENGALURU,POD,Promiso RTPCR,AT-HOME,HA,other,HAother
206,GHAZIABAD,30-12-2022,Outbound Lead,63ae4e6249867a4f05e6177b,2250,GHAZIABAD,NEHRU NAGAR,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
207,BENGALURU,30-12-2022,Inbound-SEM,63ae565549867a54a0e61843,1445,BENGALURU,HSR LAYOUT,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
208,KOLKATA,30-12-2022,APP,63ae622d49867a7b68e619d1,1187.5,KOLKATA,KOLKATA,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
209,BENGALURU,30-12-2022,WEB_ORDER,63ae62ad8e918bda15f3a401,750,BENGALURU,MARATHALLI,ONLINE,,AT-CENTER,HA,other,HAother
210,HYDERABAD,30-12-2022,Exotel Lead,63ae6f6e49867a413ee61c17,807.5,HYDERABAD,MASAB TANK,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
211,BENGALURU,30-12-2022,Outbound Lead,63ae703649867a701de61c43,1800,BENGALURU,WHITEFIELD,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
212,DELHI,30-12-2022,Inbound-SEM,63ae725849867a8104e61c94,135,DELHI,GREEN PARK,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
213,MUMBAI,30-12-2022,WEB_ORDER,63ae75b749867aebd8e61d1f,750,MUMBAI,BORIVALI WEST,ONLINE,,AT-CENTER,HA,other,HAother
214,SECUNDERABAD,30-12-2022,Outbound Lead,63ae75be8e918bdc3bf3a7cd,85,SECUNDERABAD,A.S. RAO NAGAR,POD,,AT-CENTER,Lab-Test,other,Lab-Testother
215,Mumbai,30-12-2022,WEB_ORDER,63ae82188e918b07c8f3aaea,2799,Thane,THANE WEST,ONLINE,Lifecell HA,AT-HOME,HA,other,HAother
216,BENGALURU,30-12-2022,Outbound Lead,63ae84c88e918b8928f3ab8f,212.5,BENGALURU,ASHWATH NAGAR,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
217,Other,30-12-2022,Care Program,63ae87668e918b1852f3ac0a,0,East singhbhum,,POD,Thyrocare-DSA,AT-HOME,HA,other,HAother
218,BENGALURU,30-12-2022,APP,63ae87f38e918b71e1f3ac25,1041.02,BENGALURU,WHITEFIELD,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
219,Delhi,30-12-2022,WEB_ORDER,63ae921749867a56aae623c1,699.3,Gurugram,GURGOAN,POD,Lifecell HA,AT-HOME,HA,other,HAother
220,DELHI,30-12-2022,Exotel Lead,63ae970149867aeb11e624b5,2450,DELHI,KIRTI NAGAR,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
221,BENGALURU,30-12-2022,Opportunity,63ae9eab49867a1e0ce62660,0,BENGALURU,JAYANGAR III BLOCK,POD,,AT-CENTER,Lab-Test,other,Lab-Testother
222,BENGALURU,30-12-2022,Agent Upsell,63ae9f238e918bd6e5f3b129,0,BENGALURU,JAYANGAR III BLOCK,POD,,AT-CENTER,Lab-Test,other,Lab-Testother
223,DELHI,30-12-2022,Exotel Lead,63aeb3a98e918b15f4f3b570,7500,DELHI,KARKADOOMA,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
224,DELHI,30-12-2022,Exotel Lead,63aec3a68e918bc2c0f3b84c,10000,DELHI,HAUZ KHAS,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
225,BENGALURU,30-12-2022,Inbound-SEM,63aec5f149867a91f9e62d31,3415,BENGALURU,INDIRA NAGAR,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
226,HYDERABAD,30-12-2022,APP,63aec71c49867a2a20e62d92,2097.5,HYDERABAD,CHANDANAGAR,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
227,HYDERABAD,30-12-2022,APP,63aec77e8e918b15e4f3b915,2097.5,HYDERABAD,CHANDANAGAR,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
228,MUMBAI,30-12-2022,Inbound-SEM,63aecb308e918b1546f3b9d6,298,MUMBAI,ANDHERI EAST,POD,,AT-CENTER,Lab-Test,other,Lab-Testother
229,Other,30-12-2022,Diagright-Base,63aecf2a49867a3460e62efc,1629.45,Madurai,,POD,Thyrocare-DSA,AT-HOME,HA,other,HAother
230,Other,30-12-2022,Diagright-Upsell,63aecf6d8e918be4acf3bab1,1629.45,Madurai,,POD,Thyrocare-DSA,AT-HOME,HA,other,HAother
231,PUNE,30-12-2022,Inbound-SEM,63aedc1a8e918b60f2f3bcfc,3500,PUNE,KOTHRUD,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
232,MUMBAI,30-12-2022,Outbound Lead,63aedf0d8e918b427af3bdaf,1336,MUMBAI,PAREL,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
233,BENGALURU,30-12-2022,APP,63aef0b649867a761de6350a,34,BENGALURU,JAYANGAR III BLOCK,ONLINE,,AT-CENTER,Lab-Test,other,Lab-Testother
234,BENGALURU,30-12-2022,Inbound-SEM,63aef6538e918bb097f3c2ec,3215,BENGALURU,JAYANGAR III BLOCK,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
235,Other,30-12-2022,HealthifyMe,63aef7df8e918b0d7ef3c336,0,Degaon,,POD,Thyrocare-DSA,AT-HOME,HA,other,HAother
236,Other,30-12-2022,APP,63aeffde8e918b3bc4f3c4c8,910.3,Jamshedpur,,POD,Thyrocare-DSA,AT-HOME,HA,other,HAother
237,MUMBAI,30-12-2022,APP,63af01c449867aae94e6389a,1600,MUMBAI,KURLA,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
238,PUNE,30-12-2022,Inbound-SEM,63af02c749867a65cee638c8,7000,PUNE,MANGALWAR PETH,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
239,Other,30-12-2022,APP,63af03a249867a6b72e638f6,1798, ,,ONLINE,Thyrocare-DSA,AT-HOME,HA,other,HAother
240,Mumbai,30-12-2022,APP,63af04c049867aac51e6392a,2099.3,Vasai-Virar,THANE WEST,POD,Lifecell HA,AT-HOME,HA,other,HAother
241,Mumbai,30-12-2022,Opportunity,63af076349867ad39de639a0,3099.3,Mumbai,THANE WEST,POD,Lifecell HA,AT-HOME,HA,other,HAother
242,Mumbai,30-12-2022,Agent Upsell,63af07e249867aed94e639ba,1374.45,Mumbai,THANE WEST,POD,Lifecell HA,AT-HOME,HA,other,HAother
243,Bengaluru,30-12-2022,APP,63af1b618e918b8640f3c90c,499.3,Bengaluru,BENGALURU,POD,Promiso RTPCR,AT-HOME,Lab-Test,other,Lab-Testother
244,Bengaluru,30-12-2022,APP,63af1ba149867a362fe63c80,2989,Bengaluru,BENGALURU,ONLINE,Promiso RTPCR,AT-HOME,HA,other,HAother
245,Bengaluru,31-12-2022,APP,63af391b8e918bb08af3cb61,346.8,Bengaluru,BENGALURU,POD,lifecell-isolve,AT-HOME,Lab-Test,other,Lab-Testother
246,BENGALURU,31-12-2022,APP,63af96aa8e918b59caf3cd9d,3415,BENGALURU,JAYANGAR III BLOCK,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
247,Bengaluru,31-12-2022,APP,63af9d7249867ae11be640e8,600.3,Bengaluru,BENGALURU,POD,lifecell-isolve,AT-HOME,Lab-Test,other,Lab-Testother
248,BENGALURU,31-12-2022,Outbound Lead,63afa4758e918b1ee9f3ce9a,3415,BENGALURU,INDIRA NAGAR,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
249,Other,31-12-2022,APP,63afa51e49867aa255e64179,1068.3,Chandigarh,,POD,Thyrocare-DSA,AT-HOME,Lab-Test,other,Lab-Testother
250,Mumbai,31-12-2022,Opportunity,63afac038e918b47f8f3cfaa,3299.3,Thane,THANE WEST,POD,Lifecell HA,AT-HOME,HA,other,HAother
251,Mumbai,31-12-2022,Agent Upsell,63afac308e918bcc7cf3cfb4,2819.45,Thane,THANE WEST,POD,Lifecell HA,AT-HOME,HA,other,HAother
252,GHAZIABAD,31-12-2022,Inbound-SEM,63afb2c48e918b646af3d0e3,3600,GHAZIABAD,SANJAY NAGAR,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
253,MUMBAI,31-12-2022,Exotel Lead,63afba4d8e918b66aaf3d24d,950,MUMBAI,THANE,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
254,DELHI,31-12-2022,Exotel Lead,63afc15b49867af904e64647,1600,DELHI,DEFENCE COLONY,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
255,Delhi,31-12-2022,Inbound-SEM,63afc6d349867ae653e64739,0,Ghaziabad,GURGOAN,POD,Lifecell HA,AT-HOME,HA,other,HAother
256,Bengaluru,31-12-2022,APP,63afc76849867a494ee64753,0,Bengaluru,BENGALURU,NO-PAYMENT-REQUIRED,Promiso RTPCR,AT-HOME,HA,other,HAother
257,Chennai,31-12-2022,APP,63afcdf58e918bb212f3d6ab,0,Chennai,CHENNAI,POD,Lifecell HA,AT-HOME,HA,other,HAother
258,PUNE,31-12-2022,Inbound-SEM,63afcf3b8e918b78f2f3d705,3500,PUNE,KOTHRUD,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
259,Other,31-12-2022,Opportunity,63afd8a38e918baff6f3d931,1410.3,Dakshina kannada,,POD,Thyrocare-DSA,AT-HOME,HA,other,HAother
260,DELHI,31-12-2022,Outbound Lead,63afdead49867a8119e64bec,10800,DELHI,SDA,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
261,Mumbai,31-12-2022,APP,63afe3708e918b2480f3db6d,2918,Mumbai,,ONLINE,Thyrocare-DSA,AT-HOME,HA,other,HAother
262,Mumbai,31-12-2022,APP,63afe5458e918b21b6f3dbdb,2910,Mumbai,,ONLINE,Thyrocare-DSA,AT-HOME,HA,other,HAother
263,BENGALURU,31-12-2022,WEB_ORDER,63afe77149867a7b2fe64d9a,3415,BENGALURU,INDIRA NAGAR,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
264,DELHI,31-12-2022,Exotel Lead,63afefb98e918b8e33f3ddc3,2975,DELHI,TILAK NAGAR,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
265,DELHI,31-12-2022,Inbound-SEM,63aff36b49867a3e7ae64fd1,1360,DELHI,RAJINDER NAGAR,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
266,Mumbai,31-12-2022,Outbound Lead,63affa548e918b59f5f3dfc3,1850.3,Mumbai,,POD,Thyrocare-DSA,AT-HOME,Lab-Test,other,Lab-Testother
267,Pune,31-12-2022,App Upgrade,63affce349867af8e2e65159,1699,Pune,KOTHRUD,POD,Lifecell HA,AT-HOME,HA,other,HAother
268,HYDERABAD,31-12-2022,Inbound Lead,63b006c18e918b861af3e21f,680,HYDERABAD,CHARMINAR,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
269,Hyderabad,31-12-2022,IB-UPSELL,63b0086449867ab216e6533c,1374.45,Hyderabad,BEGUMPET,POD,Lifecell HA,AT-HOME,HA,other,HAother
270,Other,31-12-2022,APP,63b00fb249867aa9fee65457,977,Anantapur,,ONLINE,Thyrocare-DSA,AT-HOME,HA,other,HAother
271,Chennai,31-12-2022,APP,63b0175e8e918b0725f3e446,390,Chennai,CHENNAI,ONLINE,Lifecell HA,AT-HOME,Lab-Test,other,Lab-Testother
272,Chennai,31-12-2022,APP,63b0193c49867a4a2de655ed,449,Chennai,CHENNAI,ONLINE,Lifecell HA,AT-HOME,Lab-Test,other,Lab-Testother
273,Pune,31-12-2022,APP,63b0207b8e918b8e6cf3e588,1598,Pimpri-Chinchwad,KOTHRUD,ONLINE,Lifecell HA,AT-HOME,HA,other,HAother
274,Kolkata,31-12-2022,App Upgrade,63b0290049867a820ee6588e,2609.1,Kolkata,PARK STREET AREA,POD,Lifecell HA,AT-HOME,HA,other,HAother
275,Kolkata,31-12-2022,App Upgrade,63b0295a8e918bcdc1f3e6c0,2609.1,Kolkata,PARK STREET AREA,POD,Lifecell HA,AT-HOME,HA,other,HAother
276,DELHI,31-12-2022,WEB_ORDER,63b02bca49867ad7abe658fc,750,DELHI,KAROL BAGH,POD,,AT-CENTER,HA,other,HAother
277,NAVI MUMBAI,31-12-2022,Exotel Lead,63b02c748e918bb124f3e754,1020,NAVI MUMBAI,NEW PANVEL,ONLINE,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
278,Other,31-12-2022,HealthifyMe,63b0346949867a280ae65a77,0,Mangaluru,,POD,Thyrocare-DSA,AT-HOME,HA,other,HAother
279,Other,31-12-2022,HealthifyMe,63b035138e918bf10df3e897,0,Jharsuguda,,POD,Thyrocare-DSA,AT-HOME,HA,other,HAother
280,MUMBAI,31-12-2022,Outbound Lead,63b037748e918be8e2f3e923,1890,MUMBAI,PAREL,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
281,CHENNAI,31-12-2022,WEB_ORDER,63b0380249867ab15ae65b18,450,CHENNAI,VADAPALANI,ONLINE,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
282,Hyderabad,31-12-2022,Care Program,63b03ae349867a2ff5e65b81,0,Hyderabad,BEGUMPET,POD,Lifecell HA,AT-HOME,HA,other,HAother
283,MUMBAI,31-12-2022,Outbound Lead,63b03d258e918b15d8f3e9ee,4365,MUMBAI,THANE,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
284,Hyderabad,31-12-2022,APP,63b0429849867a8621e65cc1,1699.3,Hyderabad,BEGUMPET,POD,Lifecell HA,AT-HOME,HA,other,HAother
285,Mumbai,31-12-2022,APP,63b04c4c8e918b3a6bf3ec52,2910,Mumbai,,ONLINE,Thyrocare-DSA,AT-HOME,HA,other,HAother
286,Bengaluru,31-12-2022,APP,63b04c9a49867aa90fe65e0d,346.8,Bengaluru,BENGALURU,POD,lifecell-isolve,AT-HOME,Lab-Test,other,Lab-Testother
287,Bengaluru,31-12-2022,APP,63b057228e918b3fbef3ed99,2908,Bengaluru,BENGALURU,ONLINE,lifecell-isolve,AT-HOME,HA,other,HAother
288,Other,31-12-2022,Opportunity,63b05cd549867a5383e6604d,1310.3,Dharmapuri,,POD,Thyrocare-DSA,AT-HOME,HA,other,HAother
289,Pune,31-12-2022,APP,63b06e608e918b2d24f3f03f,2699,Pune,KOTHRUD,ONLINE,Lifecell HA,AT-HOME,HA,other,HAother
290,Kolkata,31-12-2022,WEB_ORDER,63b073d749867a107ce662c0,403,Kolkata,,ONLINE,Thyrocare-DSA,AT-HOME,HA,other,HAother
291,Pune,31-12-2022,APP,63b074b58e918b127bf3f0da,2599, ,KOTHRUD,ONLINE,Lifecell HA,AT-HOME,HA,other,HAother
292,Delhi,01-01-2023,APP,63b0ee2649867a984ce6652f,2998,Gurugram,NOIDA,POD,Lifecell HA,AT-HOME,RTPCR,other,RTPCRother
293,MUMBAI,01-01-2023,Inbound-SEM,63b101048e918b6893f3f49c,1760,MUMBAI,MIRA ROAD,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
294,DELHI,01-01-2023,Exotel Lead,63b107b78e918b1051f3f597,1800,DELHI,GREEN PARK,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
295,Other,01-01-2023,Opportunity,63b108418e918bdbf0f3f5a3,1310.3,Vidisha,,POD,Thyrocare-DSA,AT-HOME,HA,other,HAother
296,Hyderabad,01-01-2023,APP,63b109898e918b6791f3f5ca,779, ,BEGUMPET,ONLINE,Lifecell HA,AT-HOME,RTPCR,other,RTPCRother
297,Hyderabad,01-01-2023,APP,63b10b608e918b47c6f3f600,2658,Hyderabad,BEGUMPET,ONLINE,Lifecell HA,AT-HOME,HA,other,HAother
298,Other,01-01-2023,APP,63b10b6449867a3d40e667c4,2989,Haridwar,,ONLINE,Thyrocare-DSA,AT-HOME,HA,other,HAother
299,Chennai,01-01-2023,APP,63b111c349867a0962e66859,959,Chennai,CHENNAI,ONLINE,Lifecell HA,AT-HOME,HA,other,HAother
300,Other,01-01-2023,PDF-VIEW,63b1179049867a12b9e66973,1331,Jamshedpur,,ONLINE,Thyrocare-DSA,AT-HOME,Lab-Test,other,Lab-Testother
301,Bengaluru,01-01-2023,Opportunity,63b118668e918b5b8ff3f7a9,2499.3,Bengaluru,BENGALURU,POD,lifecell-isolve,AT-HOME,Lab-Test,other,Lab-Testother
302,Other,01-01-2023,Opportunity,63b119c18e918b7456f3f806,1468.8,Jaipur,,POD,Thyrocare-DSA,AT-HOME,HA,other,HAother
303,Other,01-01-2023,Agent Upsell,63b119f349867a9780e66a03,1468.8,Jaipur,,POD,Thyrocare-DSA,AT-HOME,HA,other,HAother
304,DELHI,01-01-2023,Exotel Lead,63b11a7e8e918b238ff3f828,1040,DELHI,DEFENCE COLONY,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
305,Delhi,01-01-2023,APP,63b120cd49867a244be66b2b,778.22,Noida,GURGOAN,POD,Lifecell HA,AT-HOME,HA,other,HAother
306,DELHI,01-01-2023,Exotel Lead,63b1218049867a6aa1e66b53,1300,DELHI,KARKADOOMA,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
307,Bengaluru,01-01-2023,APP,63b121888e918b9bb0f3f954,3299, ,BENGALURU,ONLINE,lifecell-isolve,AT-HOME,HA,other,HAother
308,Bengaluru,01-01-2023,APP,63b121a049867aee01e66b62,1599.3,Bengaluru,BENGALURU,POD,lifecell-isolve,AT-HOME,HA,other,HAother
309,HYDERABAD,01-01-2023,Outbound Lead,63b123188e918b3791f3f998,765,HYDERABAD,LB NAGAR,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
310,Bengaluru,01-01-2023,APP,63b123ee8e918b5e62f3f9cf,2979, ,BENGALURU,ONLINE,lifecell-isolve,AT-HOME,HA,other,HAother
311,Hyderabad,01-01-2023,WEB_ORDER,63b1299949867a44d9e66cb5,2979,Secunderabad,BEGUMPET,ONLINE,Lifecell HA,AT-HOME,HA,other,HAother
312,Hyderabad,01-01-2023,WEB_ORDER,63b12a3a8e918b16fcf3fae0,347,Secunderabad,BEGUMPET,ONLINE,Lifecell HA,AT-HOME,Lab-Test,other,Lab-Testother
313,Other,01-01-2023,Opportunity,63b12d3a8e918bb370f3fb5c,1499.3,Nagpur,,POD,Thyrocare-DSA,AT-HOME,HA,other,HAother
314,Hyderabad,01-01-2023,App Upgrade,63b130238e918b0985f3fbe0,2979.4,Hyderabad,BEGUMPET,POD,Lifecell HA,AT-HOME,HA,other,HAother
315,Hyderabad,01-01-2023,APP,63b132b649867aa4fee66e1e,699.3,Hyderabad,BEGUMPET,POD,Lifecell HA,AT-HOME,HA,other,HAother
316,CHENNAI,01-01-2023,Opportunity,63b1341949867a30c7e66e5a,1295,CHENNAI,ALWARPET,POD,,AT-CENTER,Lab-Test,imaging,Lab-Testimaging
